Code	Strata	Date	Area	Trap	Temperature	Samp.day
U5NF2_42791	Understory	02/25/17	NF2	Und5	20.9	4
U1NF3_42791	Understory	02/25/17	NF3	Und1	23.3	4
U2NF3_42791	Understory	02/25/17	NF3	Und2	21.7	4
U3NF3_42791	Understory	02/25/17	NF3	Und3	21.2	4
U4NF3_42791	Understory	02/25/17	NF3	Und4	21.2	4
U5NF3_42791	Understory	02/25/17	NF3	Und5	21.3	4
C1NF1_42813	Canopy	03/19/17	NF1	Can1	18.6	1
C2NF1_42813	Canopy	03/19/17	NF1	Can2	18.8	1
C3NF1_42813	Canopy	03/19/17	NF1	Can3	21.6	1
C4NF1_42813	Canopy	03/19/17	NF1	Can4	19.9	1
C5NF1_42813	Canopy	03/19/17	NF1	Can5	20.9	1
C1NF2_42813	Canopy	03/19/17	NF2	Can1	24.9	1
C2NF2_42813	Canopy	03/19/17	NF2	Can2	NA	1
C3NF2_42813	Canopy	03/19/17	NF2	Can3	23.2	1
C4NF2_42813	Canopy	03/19/17	NF2	Can4	27.6	1
C5NF2_42813	Canopy	03/19/17	NF2	Can5	22.8	1
C1NF3_42813	Canopy	03/19/17	NF3	Can1	17.1	1
C2NF3_42813	Canopy	03/19/17	NF3	Can2	22.9	1
C3NF3_42813	Canopy	03/19/17	NF3	Can3	19.6	1
C4NF3_42813	Canopy	03/19/17	NF3	Can4	25.7	1
C5NF3_42813	Canopy	03/19/17	NF3	Can5	20.9	1
U1NF1_42813	Understory	03/19/17	NF1	Und1	17.0	1
U2NF1_42813	Understory	03/19/17	NF1	Und2	NA	1
U3NF1_42813	Understory	03/19/17	NF1	Und3	16.7	1
U4NF1_42813	Understory	03/19/17	NF1	Und4	18.1	1
U5NF1_42813	Understory	03/19/17	NF1	Und5	17.4	1
U1NF2_42813	Understory	03/19/17	NF2	Und1	20.2	1
U2NF2_42813	Understory	03/19/17	NF2	Und2	20.4	1
U3NF2_42813	Understory	03/19/17	NF2	Und3	21.2	1
U4NF2_42813	Understory	03/19/17	NF2	Und4	20.1	1
U5NF2_42813	Understory	03/19/17	NF2	Und5	20.9	1
U1NF3_42813	Understory	03/19/17	NF3	Und1	15.5	1
U2NF3_42813	Understory	03/19/17	NF3	Und2	16.4	1
U3NF3_42813	Understory	03/19/17	NF3	Und3	16.6	1
U4NF3_42813	Understory	03/19/17	NF3	Und4	17.3	1
U5NF3_42813	Understory	03/19/17	NF3	Und5	17.4	1
C1NF4_42814	Canopy	03/20/17	NF4	Can1	26.3	1
C2NF4_42814	Canopy	03/20/17	NF4	Can2	21.3	1
C3NF4_42814	Canopy	03/20/17	NF4	Can3	21.5	1
C4NF4_42814	Canopy	03/20/17	NF4	Can4	23.5	1
C5NF4_42814	Canopy	03/20/17	NF4	Can5	26.5	1
C1NF5_42814	Canopy	03/20/17	NF5	Can1	22.1	1
C2NF5_42814	Canopy	03/20/17	NF5	Can2	21.6	1
C3NF5_42814	Canopy	03/20/17	NF5	Can3	23.5	1
C4NF5_42814	Canopy	03/20/17	NF5	Can4	27.8	1
C5NF5_42814	Canopy	03/20/17	NF5	Can5	28.7	1
C1NF6_42814	Canopy	03/20/17	NF6	Can1	20.4	1
C2NF6_42814	Canopy	03/20/17	NF6	Can2	21.9	1
C3NF6_42814	Canopy	03/20/17	NF6	Can3	21.3	1
C4NF6_42814	Canopy	03/20/17	NF6	Can4	22.4	1
C5NF6_42814	Canopy	03/20/17	NF6	Can5	26.6	1
U1NF4_42814	Understory	03/20/17	NF4	Und1	18.5	1
U2NF4_42814	Understory	03/20/17	NF4	Und2	19.6	1
U3NF4_42814	Understory	03/20/17	NF4	Und3	18.8	1
U4NF4_42814	Understory	03/20/17	NF4	Und4	19.6	1
U5NF4_42814	Understory	03/20/17	NF4	Und5	20.2	1
U1NF5_42814	Understory	03/20/17	NF5	Und1	20.1	1
U2NF5_42814	Understory	03/20/17	NF5	Und2	20.6	1
U3NF5_42814	Understory	03/20/17	NF5	Und3	20.5	1
U4NF5_42814	Understory	03/20/17	NF5	Und4	19.8	1
U5NF5_42814	Understory	03/20/17	NF5	Und5	21.4	1
U1NF6_42814	Understory	03/20/17	NF6	Und1	17.8	1
U2NF6_42814	Understory	03/20/17	NF6	Und2	17.6	1
U3NF6_42814	Understory	03/20/17	NF6	Und3	18.4	1
U4NF6_42814	Understory	03/20/17	NF6	Und4	18.2	1
U5NF6_42814	Understory	03/20/17	NF6	Und5	19.0	1
C1NF1_42815	Canopy	03/21/17	NF1	Can1	21.3	2
C2NF1_42815	Canopy	03/21/17	NF1	Can2	21.1	2
C3NF1_42815	Canopy	03/21/17	NF1	Can3	19.8	2
C4NF1_42815	Canopy	03/21/17	NF1	Can4	22.3	2
C5NF1_42815	Canopy	03/21/17	NF1	Can5	23.4	2
C1NF2_42815	Canopy	03/21/17	NF2	Can1	38.4	2
C2NF2_42815	Canopy	03/21/17	NF2	Can2	29.5	2
C3NF2_42815	Canopy	03/21/17	NF2	Can3	23.6	2
C4NF2_42815	Canopy	03/21/17	NF2	Can4	26.8	2
C5NF2_42815	Canopy	03/21/17	NF2	Can5	24.9	2
C1NF3_42815	Canopy	03/21/17	NF3	Can1	19.2	2
C2NF3_42815	Canopy	03/21/17	NF3	Can2	22.8	2
C3NF3_42815	Canopy	03/21/17	NF3	Can3	16.4	2
C4NF3_42815	Canopy	03/21/17	NF3	Can4	21.0	2
C5NF3_42815	Canopy	03/21/17	NF3	Can5	17.2	2
U1NF1_42815	Understory	03/21/17	NF1	Und1	17.1	2
U2NF1_42815	Understory	03/21/17	NF1	Und2	16.9	2
U3NF1_42815	Understory	03/21/17	NF1	Und3	17.7	2
U4NF1_42815	Understory	03/21/17	NF1	Und4	17.9	2
U5NF1_42815	Understory	03/21/17	NF1	Und5	19.9	2
U1NF2_42815	Understory	03/21/17	NF2	Und1	26.7	2
U2NF2_42815	Understory	03/21/17	NF2	Und2	20.9	2
U3NF2_42815	Understory	03/21/17	NF2	Und3	21.4	2
U4NF2_42815	Understory	03/21/17	NF2	Und4	21.0	2
U5NF2_42815	Understory	03/21/17	NF2	Und5	21.7	2
U1NF3_42815	Understory	03/21/17	NF3	Und1	17.8	2
U2NF3_42815	Understory	03/21/17	NF3	Und2	16.0	2
U3NF3_42815	Understory	03/21/17	NF3	Und3	16.1	2
U4NF3_42815	Understory	03/21/17	NF3	Und4	15.4	2
U5NF3_42815	Understory	03/21/17	NF3	Und5	14.7	2
C1NF4_42816	Canopy	03/22/17	NF4	Can1	23.0	2
C2NF4_42816	Canopy	03/22/17	NF4	Can2	24.5	2
C3NF4_42816	Canopy	03/22/17	NF4	Can3	23.1	2
C4NF4_42816	Canopy	03/22/17	NF4	Can4	23.7	2
C5NF4_42816	Canopy	03/22/17	NF4	Can5	25.0	2
C1NF5_42816	Canopy	03/22/17	NF5	Can1	25.0	2
C2NF5_42816	Canopy	03/22/17	NF5	Can2	26.3	2
C3NF5_42816	Canopy	03/22/17	NF5	Can3	29.7	2
C4NF5_42816	Canopy	03/22/17	NF5	Can4	38.1	2
C5NF5_42816	Canopy	03/22/17	NF5	Can5	31.4	2
C1NF6_42816	Canopy	03/22/17	NF6	Can1	20.0	2
C2NF6_42816	Canopy	03/22/17	NF6	Can2	21.6	2
C3NF6_42816	Canopy	03/22/17	NF6	Can3	26.4	2
C4NF6_42816	Canopy	03/22/17	NF6	Can4	24.1	2
C5NF6_42816	Canopy	03/22/17	NF6	Can5	22.3	2
U1NF4_42816	Understory	03/22/17	NF4	Und1	19.9	2
U2NF4_42816	Understory	03/22/17	NF4	Und2	20.1	2
U3NF4_42816	Understory	03/22/17	NF4	Und3	21.0	2
U4NF4_42816	Understory	03/22/17	NF4	Und4	20.5	2
U5NF4_42816	Understory	03/22/17	NF4	Und5	21.5	2
U1NF5_42816	Understory	03/22/17	NF5	Und1	23.7	2
U2NF5_42816	Understory	03/22/17	NF5	Und2	22.6	2
U3NF5_42816	Understory	03/22/17	NF5	Und3	21.9	2
U4NF5_42816	Understory	03/22/17	NF5	Und4	22.1	2
U5NF5_42816	Understory	03/22/17	NF5	Und5	22.1	2
U1NF6_42816	Understory	03/22/17	NF6	Und1	18.1	2
U2NF6_42816	Understory	03/22/17	NF6	Und2	17.0	2
U3NF6_42816	Understory	03/22/17	NF6	Und3	20.0	2
U4NF6_42816	Understory	03/22/17	NF6	Und4	18.5	2
U5NF6_42816	Understory	03/22/17	NF6	Und5	19.8	2
C1NF1_42817	Canopy	03/23/17	NF1	Can1	19.5	3
C2NF1_42817	Canopy	03/23/17	NF1	Can2	19.0	3
C3NF1_42817	Canopy	03/23/17	NF1	Can3	19.0	3
C4NF1_42817	Canopy	03/23/17	NF1	Can4	19.6	3
C5NF1_42817	Canopy	03/23/17	NF1	Can5	18.6	3
C1NF2_42817	Canopy	03/23/17	NF2	Can1	19.2	3
C2NF2_42817	Canopy	03/23/17	NF2	Can2	18.3	3
C3NF2_42817	Canopy	03/23/17	NF2	Can3	20.0	3
C4NF2_42817	Canopy	03/23/17	NF2	Can4	21.3	3
C5NF2_42817	Canopy	03/23/17	NF2	Can5	21.8	3
C1NF3_42817	Canopy	03/23/17	NF3	Can1	18.0	3
C2NF3_42817	Canopy	03/23/17	NF3	Can2	16.3	3
C3NF3_42817	Canopy	03/23/17	NF3	Can3	16.6	3
C4NF3_42817	Canopy	03/23/17	NF3	Can4	19.0	3
C5NF3_42817	Canopy	03/23/17	NF3	Can5	18.4	3
U1NF1_42817	Understory	03/23/17	NF1	Und1	17.6	3
U2NF1_42817	Understory	03/23/17	NF1	Und2	17.3	3
U3NF1_42817	Understory	03/23/17	NF1	Und3	17.0	3
U4NF1_42817	Understory	03/23/17	NF1	Und4	17.0	3
U5NF1_42817	Understory	03/23/17	NF1	Und5	16.9	3
U1NF2_42817	Understory	03/23/17	NF2	Und1	18.1	3
U2NF2_42817	Understory	03/23/17	NF2	Und2	17.6	3
U3NF2_42817	Understory	03/23/17	NF2	Und3	18.8	3
U4NF2_42817	Understory	03/23/17	NF2	Und4	19.8	3
U5NF2_42817	Understory	03/23/17	NF2	Und5	21.1	3
U1NF3_42817	Understory	03/23/17	NF3	Und1	16.8	3
U2NF3_42817	Understory	03/23/17	NF3	Und2	16.3	3
U3NF3_42817	Understory	03/23/17	NF3	Und3	15.9	3
U4NF3_42817	Understory	03/23/17	NF3	Und4	15.4	3
U5NF3_42817	Understory	03/23/17	NF3	Und5	16.3	3
C1NF4_42818	Canopy	03/24/17	NF4	Can1	21.1	3
C2NF4_42818	Canopy	03/24/17	NF4	Can2	23.0	3
C3NF4_42818	Canopy	03/24/17	NF4	Can3	22.3	3
C4NF4_42818	Canopy	03/24/17	NF4	Can4	22.3	3
C5NF4_42818	Canopy	03/24/17	NF4	Can5	23.7	3
C1NF5_42818	Canopy	03/24/17	NF5	Can1	29.4	3
C2NF5_42818	Canopy	03/24/17	NF5	Can2	19.6	3
C3NF5_42818	Canopy	03/24/17	NF5	Can3	19.5	3
C4NF5_42818	Canopy	03/24/17	NF5	Can4	22.4	3
C5NF5_42818	Canopy	03/24/17	NF5	Can5	21.8	3
C1NF6_42818	Canopy	03/24/17	NF6	Can1	15.8	3
C2NF6_42818	Canopy	03/24/17	NF6	Can2	16.7	3
C3NF6_42818	Canopy	03/24/17	NF6	Can3	17.5	3
C4NF6_42818	Canopy	03/24/17	NF6	Can4	17.3	3
C5NF6_42818	Canopy	03/24/17	NF6	Can5	17.4	3
U1NF4_42818	Understory	03/24/17	NF4	Und1	18.1	3
U2NF4_42818	Understory	03/24/17	NF4	Und2	19.8	3
U3NF4_42818	Understory	03/24/17	NF4	Und3	19.1	3
U4NF4_42818	Understory	03/24/17	NF4	Und4	19.4	3
U5NF4_42818	Understory	03/24/17	NF4	Und5	19.6	3
U1NF5_42818	Understory	03/24/17	NF5	Und1	21.7	3
U2NF5_42818	Understory	03/24/17	NF5	Und2	17.7	3
U3NF5_42818	Understory	03/24/17	NF5	Und3	19.1	3
U4NF5_42818	Understory	03/24/17	NF5	Und4	17.9	3
U5NF5_42818	Understory	03/24/17	NF5	Und5	17.4	3
U1NF6_42818	Understory	03/24/17	NF6	Und1	15.4	3
U2NF6_42818	Understory	03/24/17	NF6	Und2	15.3	3
U3NF6_42818	Understory	03/24/17	NF6	Und3	16.1	3
U4NF6_42818	Understory	03/24/17	NF6	Und4	16.0	3
U5NF6_42818	Understory	03/24/17	NF6	Und5	16.0	3
